brand_set,gear_set,name,is_named,is_exotic,core_1,core_2,core_3,minor_1,minor_2,minor_3,talent_slot,mod_1,mod_2,mod_3
Ceska Vyroba s.r.o.,,,false,false,,N/A,N/A,,,N/A,type:chest,type:gear-mod,N/A,N/A
Douglas & Harding,,,false,false,,N/A,N/A,,,N/A,type:chest,type:gear-mod,N/A,N/A
Fenris Group AB,,,false,false,,N/A,N/A,,,N/A,type:chest,type:gear-mod,N/A,N/A
Grupo Sombra S.A.,,,false,false,,N/A,N/A,,,N/A,type:chest,type:gear-mod,N/A,N/A
Imminence Armaments,,,false,false,,N/A,N/A,,,N/A,type:chest,type:gear-mod,N/A,N/A
Legatus S.p.A,,,false,false,,N/A,N/A,,,N/A,type:chest,type:gear-mod,N/A,N/A
Overlord Armaments,,,false,false,,N/A,N/A,,,N/A,type:chest,type:gear-mod,N/A,N/A
Petrov Defense Group,,,false,false,,N/A,N/A,,,N/A,type:chest,type:gear-mod,N/A,N/A
Providence Defense,,,false,false,,N/A,N/A,,,N/A,type:chest,type:gear-mod,N/A,N/A
Sokolov Concern,,,false,false,,N/A,N/A,,,N/A,type:chest,type:gear-mod,N/A,N/A
Urban Lookout,,,false,false,,N/A,N/A,,,N/A,type:chest,type:gear-mod,N/A,N/A
"Walker, Harris & Co.",,,false,false,,N/A,N/A,,,N/A,type:chest,type:gear-mod,N/A,N/A
Zwiadowka Sp. z o.o.,,,false,false,,N/A,N/A,,,N/A,type:chest,type:gear-mod,N/A,N/A
,Aces & Eights,,false,false,,N/A,N/A,,N/A,N/A,fixed:No Limit,type:gear-mod,N/A,N/A
,Aegis,,false,false,,N/A,N/A,,N/A,N/A,fixed:Deceit,type:gear-mod,N/A,N/A
,Breaking Point,,false,false,,N/A,N/A,,N/A,N/A,fixed:Point of no Return,type:gear-mod,N/A,N/A
,Cavalier,,false,false,,N/A,N/A,,N/A,N/A,fixed:Overcharging,type:gear-mod,N/A,N/A
,Concentrated Company,,false,false,,N/A,N/A,,N/A,N/A,fixed:All for One,type:gear-mod,N/A,N/A
,Eclipse Protocol,,false,false,,N/A,N/A,,N/A,N/A,fixed:Proliferation,type:gear-mod,N/A,N/A
,Foundry Bulwark,,false,false,,N/A,N/A,,N/A,N/A,fixed:Improved Materials,type:gear-mod,N/A,N/A
,Future Initiative,,false,false,,N/A,N/A,,N/A,N/A,fixed:Tactical Superiority,type:gear-mod,N/A,N/A
,Hard Wired,,false,false,,N/A,N/A,,N/A,N/A,fixed:Positive Reinforcement,type:gear-mod,N/A,N/A
,Heartbreaker,,false,false,,N/A,N/A,,N/A,N/A,fixed:Max BPM,type:gear-mod,N/A,N/A
,Hotshot,,false,false,,N/A,N/A,,N/A,N/A,fixed:Stand Tall,type:gear-mod,N/A,N/A
,Hunter's Fury,,false,false,,N/A,N/A,,N/A,N/A,fixed:Endless Hunger,type:gear-mod,N/A,N/A
,Measured Assembly,,false,false,,N/A,N/A,,N/A,N/A,fixed:Hivemind,type:gear-mod,N/A,N/A
,Negotiator's Dilemma,,false,false,,N/A,N/A,,N/A,N/A,fixed:Target Rich Environment,type:gear-mod,N/A,N/A
,Ongoing Directive,,false,false,,N/A,N/A,,N/A,N/A,fixed:Parabellum Rounds,type:gear-mod,N/A,N/A
,Ortiz: Exuro,,false,false,,N/A,N/A,,N/A,N/A,fixed:Chain Combustion,type:gear-mod,N/A,N/A
,Refactor,,false,false,,N/A,N/A,,N/A,N/A,fixed:Increased Interest,type:gear-mod,N/A,N/A
,Rigger,,false,false,,N/A,N/A,,N/A,N/A,fixed:Best Buds,type:gear-mod,N/A,N/A
,Striker's Battlegear,,false,false,,N/A,N/A,,N/A,N/A,fixed:Press the Advantage,type:gear-mod,N/A,N/A
,Tip of the Spear,,false,false,,N/A,N/A,,N/A,N/A,fixed:Specialized Destruction,type:gear-mod,N/A,N/A
,Tipping Scales,,false,false,,N/A,N/A,,N/A,N/A,fixed:Sustainability,type:gear-mod,N/A,N/A
,True Patriot,,false,false,,N/A,N/A,,N/A,N/A,fixed:Waving the Flag,type:gear-mod,N/A,N/A
,Umbra Initiative,,false,false,,N/A,N/A,,N/A,N/A,fixed:From the Shadows,type:gear-mod,N/A,N/A
,Virtuoso,,false,false,,N/A,N/A,,N/A,N/A,fixed:Fortissimo,type:gear-mod,N/A,N/A
,Core Strength,,false,false,,N/A,N/A,,N/A,N/A,type:chest,type:gear-mod,N/A,N/A
Electrique,,Henri,true,false,,N/A,N/A,,,N/A,fixed:Perfect Companion,type:gear-mod,N/A,N/A
Golan Gear Ltd,,Hunter-Killer,true,false,,N/A,N/A,,,N/A,fixed:Perfect Intimidate,type:gear-mod,N/A,N/A
Belstone Armory,,Everyday Carrier,true,false,,N/A,N/A,,,N/A,fixed:Perfect Efficient,type:gear-mod,N/A,N/A
"Walker, Harris & Co.",,Chainkiller,true,false,,N/A,N/A,,,N/A,fixed:Perfect Headhunter,type:gear-mod,N/A,N/A
Gila Guard,,Pointman,true,false,,N/A,N/A,,,N/A,fixed:Perfect Vanguard,type:gear-mod,N/A,N/A
Petrov Defense Group,,Vedmedytsya Vest,true,false,,N/A,N/A,,,N/A,fixed:Perfect Braced,type:gear-mod,N/A,N/A
Providence Defense,,The Sacrifice,true,false,,N/A,N/A,,,N/A,fixed:Perfect Glass Cannon,type:gear-mod,N/A,N/A
Badger Tuff,,Zero F's,true,false,,N/A,N/A,,,N/A,fixed:Perfect Unbreakable,type:gear-mod,N/A,N/A
Fenris Group AB,,Ferocious Calm,true,false,,N/A,N/A,,,N/A,fixed:Perfect Overwatch,type:gear-mod,N/A,N/A
Grupo Sombra S.A.,,Door-Kicker's Knock,true,false,,N/A,N/A,,,N/A,fixed:Perfect Spark,type:gear-mod,N/A,N/A
Empress International,,Caesar's Guard,true,false,,N/A,N/A,,,N/A,fixed:Perfect Skilled,type:gear-mod,N/A,N/A
Uzina Getica,,Closer,true,false,,N/A,N/A,,,N/A,fixed:Perfect Spotter,type:gear-mod,N/A,N/A
Habsburg Guard,,Cherished,true,false,,N/A,N/A,,,N/A,fixed:Perfect Trauma,type:gear-mod,N/A,N/A
Lengmo,,Carpenter,true,false,,N/A,N/A,,,N/A,fixed:Perfect Mad Bomber,type:gear-mod,N/A,N/A
Zwiadowka Sp. z o.o.,,Bober,true,false,,N/A,N/A,,,N/A,fixed:Perfect Entrench,type:gear-mod,N/A,N/A
Airaldi Holdings,,Pristine Example,true,false,,N/A,N/A,,,N/A,fixed:Perfect Focus,type:gear-mod,N/A,N/A
Urban Lookout,,Sleight,true,false,,N/A,N/A,,,N/A,fixed:Perfect Protected Reload,type:gear-mod,N/A,N/A
Palisade Steelworks,,Combustor,true,false,,N/A,N/A,,,N/A,fixed:Perfect Explosive Delivery,type:gear-mod,N/A,N/A
Unit Alloys,,Equalizer,true,false,,N/A,N/A,,,N/A,fixed:Perfect Obliterate,type:gear-mod,N/A,N/A
Wyvern Wear,,Impetus,true,false,,N/A,N/A,,,N/A,fixed:Perfect Kinetic Momentum,type:gear-mod,N/A,N/A
,,Collector,false,true,fixed:Weapon Damage,N/A,N/A,fixed:Critical Hit Chance,fixed:Critical Hit Damage,N/A,fixed:Hoarder,type:gear-mod,N/A,N/A
,,Provocator,false,true,fixed:Armor,N/A,N/A,fixed:Armor Regeneration,fixed:Hazard Protection,N/A,fixed:Challenger,type:gear-mod,N/A,N/A
,,Beacon,false,true,fixed:Weapon Damage,N/A,N/A,fixed:Critical Hit Chance,fixed:Critical Hit Damage,N/A,fixed:Bond,type:gear-mod,N/A,N/A
,,Tardigrade Armor System,false,true,fixed:Armor,N/A,N/A,fixed:Armor Regeneration,fixed:Explosive Resistance,N/A,fixed:Ablative Nano-Plating,type:gear-mod,N/A,N/A
,,Ridgeway's Pride,false,true,fixed:Weapon Damage,N/A,N/A,fixed:Critical Hit Chance,fixed:Critical Hit Damage,N/A,fixed:Bleeding Edge,type:gear-mod,N/A,N/A
